Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-02-07,AF,Afghanistan,EMRO,312,55335,10,2410
2021-02-14,AF,Afghanistan,EMRO,157,55492,17,2427
2021-02-21,AF,Afghanistan,EMRO,112,55604,5,2432
2021-02-28,AF,Afghanistan,EMRO,110,55714,11,2443
2021-03-07,AF,Afghanistan,EMRO,133,55847,6,2449
2021-03-14,AF,Afghanistan,EMRO,138,55985,8,2457
2021-03-21,AF,Afghanistan,EMRO,118,56103,6,2463
2021-03-28,AF,Afghanistan,EMRO,191,56294,7,2470
2021-04-04,AF,Afghanistan,EMRO,382,56676,27,2497
2021-04-11,AF,Afghanistan,EMRO,484,57160,24,2521
2021-04-18,AF,Afghanistan,EMRO,633,57793,18,2539
2021-04-25,AF,Afghanistan,EMRO,1050,58843,43,2582
2021-05-02,AF,Afghanistan,EMRO,1279,60122,55,2637
2021-05-09,AF,Afghanistan,EMRO,1720,61842,49,2686
2021-05-16,AF,Afghanistan,EMRO,1642,63484,56,2742
2021-05-23,AF,Afghanistan,EMRO,2244,65728,60,2802
2021-05-30,AF,Afghanistan,EMRO,5033,70761,117,2919
2021-06-06,AF,Afghanistan,EMRO,8463,79224,226,3145
2021-06-13,AF,Afghanistan,EMRO,10637,89861,382,3527
2021-06-20,AF,Afghanistan,EMRO,12045,101906,595,4122
2021-06-27,AF,Afghanistan,EMRO,12314,114220,528,4650
2021-07-04,AF,Afghanistan,EMRO,10528,124748,549,5199
2021-07-11,AF,Afghanistan,EMRO,8830,133578,525,5724
2021-07-18,AF,Afghanistan,EMRO,7024,140602,423,6147
2021-07-25,AF,Afghanistan,EMRO,3269,143871,278,6425
2021-08-01,AF,Afghanistan,EMRO,3630,147501,312,6737
2021-08-08,AF,Afghanistan,EMRO,2957,150458,171,6908
2021-08-15,AF,Afghanistan,EMRO,1575,152033,113,7021
2021-08-22,AF,Afghanistan,EMRO,478,152511,49,7070
2021-08-29,AF,Afghanistan,EMRO,522,153033,39,7109
2021-09-05,AF,Afghanistan,EMRO,390,153423,23,7132
2021-09-12,AF,Afghanistan,EMRO,567,153990,35,7167
2021-09-19,AF,Afghanistan,EMRO,549,154539,32,7199
2021-09-26,AF,Afghanistan,EMRO,360,154899,0,7199
2021-10-03,AF,Afghanistan,EMRO,242,155141,13,7212
2021-10-10,AF,Afghanistan,EMRO,203,155344,9,7221
2021-10-17,AF,Afghanistan,EMRO,273,155617,17,7238
2021-10-24,AF,Afghanistan,EMRO,201,155818,15,7253
2021-10-31,AF,Afghanistan,EMRO,270,156088,19,7272
2021-11-07,AF,Afghanistan,EMRO,187,156275,12,7284
2021-11-14,AF,Afghanistan,EMRO,237,156512,8,7292
2021-11-21,AF,Afghanistan,EMRO,352,156864,9,7301
2021-11-28,AF,Afghanistan,EMRO,326,157190,7,7308
2021-12-05,AF,Afghanistan,EMRO,241,157431,4,7312
2021-12-12,AF,Afghanistan,EMRO,180,157611,13,7325
2021-12-19,AF,Afghanistan,EMRO,134,157745,8,7333
2021-12-26,AF,Afghanistan,EMRO,157,157902,19,7352
2022-01-02,AF,Afghanistan,EMRO,210,158112,4,7356
2022-01-09,AF,Afghanistan,EMRO,233,158345,13,7369
2022-01-16,AF,Afghanistan,EMRO,333,158678,9,7378
2022-01-23,AF,Afghanistan,EMRO,870,159548,12,7390
2022-01-30,AF,Afghanistan,EMRO,2118,161666,17,7407
2022-02-06,AF,Afghanistan,EMRO,4046,165712,18,7425
2022-02-13,AF,Afghanistan,EMRO,4440,170152,63,7488
2022-02-20,AF,Afghanistan,EMRO,1778,171930,46,7534
2022-02-27,AF,Afghanistan,EMRO,1250,173180,54,7588
2022-03-06,AF,Afghanistan,EMRO,1167,174347,34,7622
2022-03-13,AF,Afghanistan,EMRO,1715,176062,20,7642
2022-03-20,AF,Afghanistan,EMRO,977,177039,10,7652
2022-03-27,AF,Afghanistan,EMRO,435,177474,8,7660
2022-04-03,AF,Afghanistan,EMRO,331,177805,11,7671
2022-04-10,AF,Afghanistan,EMRO,285,178090,4,7675
2022-04-17,AF,Afghanistan,EMRO,297,178387,1,7676
2022-04-24,AF,Afghanistan,EMRO,261,178648,5,7681
2022-05-01,AF,Afghanistan,EMRO,231,178879,2,7683
2022-05-08,AF,Afghanistan,EMRO,44,178923,1,7684
2022-05-15,AF,Afghanistan,EMRO,320,179243,6,7690
2022-05-22,AF,Afghanistan,EMRO,431,179674,7,7697
2022-05-29,AF,Afghanistan,EMRO,449,180123,4,7701
2022-06-05,AF,Afghanistan,EMRO,495,180618,8,7709
2022-06-12,AF,Afghanistan,EMRO,415,181033,0,7709
2022-06-19,AF,Afghanistan,EMRO,541,181574,4,7713
2022-06-26,AF,Afghanistan,EMRO,498,182072,4,7717
2022-07-03,AF,Afghanistan,EMRO,571,182643,7,7724
2022-07-10,AF,Afghanistan,EMRO,576,183219,3,7727
2022-07-17,AF,Afghanistan,EMRO,231,183450,3,7730
2022-07-24,AF,Afghanistan,EMRO,1024,184474,8,7738
2022-07-31,AF,Afghanistan,EMRO,1106,185580,9,7747
2022-08-07,AF,Afghanistan,EMRO,1466,187046,5,7752
2022-08-14,AF,Afghanistan,EMRO,1785,188831,6,7758
2022-08-21,AF,Afghanistan,EMRO,1604,190435,1,7759
2022-08-28,AF,Afghanistan,EMRO,1773,192208,15,7774
2022-09-04,AF,Afghanistan,EMRO,1679,193887,6,7780
2022-09-11,AF,Afghanistan,EMRO,1760,195647,7,7787
2022-09-18,AF,Afghanistan,EMRO,1435,197082,7,7794
2022-09-25,AF,Afghanistan,EMRO,1201,198283,2,7796
2022-10-02,AF,Afghanistan,EMRO,989,199272,3,7799
2022-10-09,AF,Afghanistan,EMRO,927,200199,5,7804
2022-10-16,AF,Afghanistan,EMRO,897,201096,7,7811
2022-10-23,AF,Afghanistan,EMRO,933,202029,7,7818
2022-10-30,AF,Afghanistan,EMRO,805,202834,3,7821
2022-11-06,AF,Afghanistan,EMRO,784,203618,5,7826
2022-11-13,AF,Afghanistan,EMRO,813,204431,3,7829
2022-11-20,AF,Afghanistan,EMRO,581,205012,2,7831
2022-11-27,AF,Afghanistan,EMRO,584,205596,2,7833
2022-12-04,AF,Afghanistan,EMRO,568,206164,1,7834
2022-12-11,AF,Afghanistan,EMRO,381,206545,5,7839
2022-12-18,AF,Afghanistan,EMRO,441,206986,5,7844
2022-12-25,AF,Afghanistan,EMRO,336,207322,1,7845
2023-01-01,AF,Afghanistan,EMRO,257,207579,4,7849
2023-01-08,AF,Afghanistan,EMRO,201,207780,2,7851
2023-01-15,AF,Afghanistan,EMRO,173,207953,4,7855
2023-01-22,AF,Afghanistan,EMRO,144,208097,5,7860
2023-01-29,AF,Afghanistan,EMRO,323,208420,6,7866
2023-02-05,AF,Afghanistan,EMRO,272,208692,8,7874
2023-02-12,AF,Afghanistan,EMRO,164,208856,3,7877
2023-02-19,AF,Afghanistan,EMRO,230,209086,0,7877
2023-02-26,AF,Afghanistan,EMRO,165,209251,1,7878
2023-03-05,AF,Afghanistan,EMRO,118,209369,1,7879
2023-03-12,AF,Afghanistan,EMRO,141,209510,1,7880
2023-03-19,AF,Afghanistan,EMRO,239,209749,1,7881
2023-03-26,AF,Afghanistan,EMRO,331,210080,1,7882
2023-04-02,AF,Afghanistan,EMRO,548,210628,1,7883
2023-04-09,AF,Afghanistan,EMRO,884,211512,1,7884
2023-04-16,AF,Afghanistan,EMRO,1100,212612,1,7885
2023-04-23,AF,Afghanistan,EMRO,1458,214070,2,7887
2023-04-30,AF,Afghanistan,EMRO,810,214880,5,7892
2023-05-07,AF,Afghanistan,EMRO,1876,216756,5,7897
2023-05-14,AF,Afghanistan,EMRO,1983,218739,11,7908
2023-05-21,AF,Afghanistan,EMRO,1428,220167,5,7913
2023-05-28,AF,Afghanistan,EMRO,1050,221217,2,7915
2023-06-04,AF,Afghanistan,EMRO,778,221995,4,7919
2023-06-11,AF,Afghanistan,EMRO,531,222526,1,7920
2023-06-18,AF,Afghanistan,EMRO,433,222959,2,7922
2023-06-25,AF,Afghanistan,EMRO,197,223156,6,7928
2023-07-02,AF,Afghanistan,EMRO,124,223280,0,7928
2023-07-09,AF,Afghanistan,EMRO,326,223606,3,7931
2023-07-16,AF,Afghanistan,EMRO,179,223785,1,7932
2023-07-23,AF,Afghanistan,EMRO,245,224030,2,7934
2023-07-30,AF,Afghanistan,EMRO,194,224224,1,7935
2023-08-06,AF,Afghanistan,EMRO,195,224419,3,7938
2023-08-13,AF,Afghanistan,EMRO,242,224661,2,7940
2023-08-20,AF,Afghanistan,EMRO,209,224870,2,7942
2023-08-27,AF,Afghanistan,EMRO,229,225099,0,7942
2023-09-03,AF,Afghanistan,EMRO,277,225376,2,7944
2023-09-10,AF,Afghanistan,EMRO,216,225592,2,7946
2023-09-17,AF,Afghanistan,EMRO,200,225792,0,7946
2023-09-24,AF,Afghanistan,EMRO,207,225999,1,7947
2023-10-01,AF,Afghanistan,EMRO,248,226247,3,7950
2023-10-08,AF,Afghanistan,EMRO,309,226556,1,7951
2023-10-15,AF,Afghanistan,EMRO,307,226863,1,7952
2023-10-22,AF,Afghanistan,EMRO,293,227156,0,7952
2023-10-29,AF,Afghanistan,EMRO,383,227539,1,7953
2023-11-05,AF,Afghanistan,EMRO,353,227892,3,7956
2023-11-12,AF,Afghanistan,EMRO,371,228263,4,7960
2023-11-19,AF,Afghanistan,EMRO,432,228695,1,7961
2023-11-26,AF,Afghanistan,EMRO,280,228975,2,7963
2023-12-03,AF,Afghanistan,EMRO,288,229263,2,7965
2023-12-10,AF,Afghanistan,EMRO,106,229369,0,7965
2023-12-17,AF,Afghanistan,EMRO,317,229686,1,7966
2023-12-24,AF,Afghanistan,EMRO,304,229990,4,7970
2020-01-05,BD,Bangladesh,SEARO,0,0,0,0
2020-01-12,BD,Bangladesh,SEARO,0,0,0,0
2020-01-19,BD,Bangladesh,SEARO,0,0,0,0
2020-01-26,BD,Bangladesh,SEARO,0,0,0,0
2020-02-02,BD,Bangladesh,SEARO,0,0,0,0
2020-02-09,BD,Bangladesh,SEARO,0,0,0,0
2020-02-16,BD,Bangladesh,SEARO,0,0,0,0
2020-02-23,BD,Bangladesh,SEARO,0,0,0,0
2020-03-01,BD,Bangladesh,SEARO,0,0,0,0
2020-03-08,BD,Bangladesh,SEARO,3,3,0,0
2020-03-15,BD,Bangladesh,SEARO,4,7,0,0
2020-03-22,BD,Bangladesh,SEARO,17,24,2,2
2020-03-29,BD,Bangladesh,SEARO,24,48,3,5
2020-04-05,BD,Bangladesh,SEARO,40,88,3,8
2020-04-12,BD,Bangladesh,SEARO,533,621,26,34
2020-04-19,BD,Bangladesh,SEARO,1835,2456,57,91
2020-04-26,BD,Bangladesh,SEARO,2960,5416,54,145
2020-05-03,BD,Bangladesh,SEARO,4039,9455,32,177
2020-05-10,BD,Bangladesh,SEARO,5202,14657,51,228
2020-05-17,BD,Bangladesh,SEARO,7611,22268,100,328
2020-05-24,BD,Bangladesh,SEARO,11342,33610,152,480
2020-05-31,BD,Bangladesh,SEARO,13543,47153,170,650
2020-06-07,BD,Bangladesh,SEARO,18616,65769,238,888
2020-06-14,BD,Bangladesh,SEARO,21751,87520,283,1171
2020-06-21,BD,Bangladesh,SEARO,24786,112306,293,1464
2020-06-28,BD,Bangladesh,SEARO,25481,137787,274,1738
2020-07-05,BD,Bangladesh,SEARO,24630,162417,314,2052
2020-07-12,BD,Bangladesh,SEARO,21378,183795,300,2352
2020-07-19,BD,Bangladesh,SEARO,20730,204525,266,2618
2020-07-26,BD,Bangladesh,SEARO,18928,223453,310,2928
2020-08-02,BD,Bangladesh,SEARO,17293,240746,226,3154
2020-08-09,BD,Bangladesh,SEARO,16854,257600,245,3399
2020-08-16,BD,Bangladesh,SEARO,18949,276549,258,3657
2020-08-23,BD,Bangladesh,SEARO,18049,294598,284,3941
2020-08-30,BD,Bangladesh,SEARO,16224,310822,307,4248
2020-09-06,BD,Bangladesh,SEARO,14335,325157,231,4479
2020-09-13,BD,Bangladesh,SEARO,12363,337520,254,4733
2020-09-20,BD,Bangladesh,SEARO,11396,348916,206,4939
2020-09-27,BD,Bangladesh,SEARO,10232,359148,222,5161
2020-10-04,BD,Bangladesh,SEARO,9542,368690,187,5348
2020-10-11,BD,Bangladesh,SEARO,9576,378266,176,5524
2020-10-18,BD,Bangladesh,SEARO,10303,388569,136,5660
2020-10-25,BD,Bangladesh,SEARO,10246,398815,143,5803
2020-11-01,BD,Bangladesh,SEARO,10437,409252,138,5941
2020-11-08,BD,Bangladesh,SEARO,10986,420238,126,6067
2020-11-15,BD,Bangladesh,SEARO,12095,432333,127,6194
2020-11-22,BD,Bangladesh,SEARO,15008,447341,194,6388
2020-11-29,BD,Bangladesh,SEARO,15066,462407,221,6609
2020-12-06,BD,Bangladesh,SEARO,15138,477545,229,6838
2020-12-13,BD,Bangladesh,SEARO,12988,490533,214,7052
2020-12-20,BD,Bangladesh,SEARO,10180,500713,228,7280
2020-12-27,BD,Bangladesh,SEARO,8435,509148,172,7452
2021-01-03,BD,Bangladesh,SEARO,6871,516019,174,7626
2021-01-10,BD,Bangladesh,SEARO,6434,522453,155,7781
2021-01-17,BD,Bangladesh,SEARO,5179,527632,125,7906
2021-01-24,BD,Bangladesh,SEARO,4167,531799,117,8023
2021-01-31,BD,Bangladesh,SEARO,3340,535139,104,8127
2021-02-07,BD,Bangladesh,SEARO,2923,538062,78,8205
2021-02-14,BD,Bangladesh,SEARO,2530,540592,69,8274
2021-02-21,BD,Bangladesh,SEARO,2759,543351,75,8349
2021-02-28,BD,Bangladesh,SEARO,2865,546216,59,8408
2021-03-07,BD,Bangladesh,SEARO,4114,550330,54,8462
2021-03-14,BD,Bangladesh,SEARO,7065,557395,83,8545
2021-03-21,BD,Bangladesh,SEARO,13483,570878,145,8690
2021-03-28,BD,Bangladesh,SEARO,24836,595714,214,8904
2021-04-04,BD,Bangladesh,SEARO,41650,637364,362,9266
2021-04-11,BD,Bangladesh,SEARO,47392,684756,473,9739
2021-04-18,BD,Bangladesh,SEARO,34194,718950,646,10385
2021-04-25,BD,Bangladesh,SEARO,26372,745322,668,11053
2021-05-02,BD,Bangladesh,SEARO,16621,761943,526,11579
2021-05-09,BD,Bangladesh,SEARO,11570,773513,355,11934
2021-05-16,BD,Bangladesh,SEARO,6646,780159,215,12149
2021-05-23,BD,Bangladesh,SEARO,8921,789080,227,12376
2021-05-30,BD,Bangladesh,SEARO,9750,798830,207,12583
2021-06-06,BD,Bangladesh,SEARO,12160,810990,256,12839
2021-06-13,BD,Bangladesh,SEARO,15932,826922,279,13118
2021-06-20,BD,Bangladesh,SEARO,24746,851668,430,13548
2021-06-27,BD,Bangladesh,SEARO,36738,888406,624,14172
2021-07-04,BD,Bangladesh,SEARO,56511,944917,893,15065
2021-07-11,BD,Bangladesh,SEARO,76272,1021189,1354,16419
2021-07-18,BD,Bangladesh,SEARO,82800,1103989,1475,17894
2021-07-25,BD,Bangladesh,SEARO,60646,1164635,1380,19274
2021-08-01,BD,Bangladesh,SEARO,99693,1264328,1642,20916
2021-08-08,BD,Bangladesh,SEARO,89367,1353695,1736,22652
2021-08-15,BD,Bangladesh,SEARO,65207,1418902,1523,24175
2021-08-22,BD,Bangladesh,SEARO,43096,1461998,1107,25282
2021-08-29,BD,Bangladesh,SEARO,31539,1493537,733,26015
2021-09-05,BD,Bangladesh,SEARO,20919,1514456,548,26563
2021-09-12,BD,Bangladesh,SEARO,15957,1530413,368,26931
2021-09-19,BD,Bangladesh,SEARO,12270,1542683,294,27225
2021-09-26,BD,Bangladesh,SEARO,8668,1551351,189,27414
2021-10-03,BD,Bangladesh,SEARO,6613,1557964,159,27573
2021-10-10,BD,Bangladesh,SEARO,4395,1562359,115,27688
2021-10-17,BD,Bangladesh,SEARO,3129,1565488,80,27768
2021-10-24,BD,Bangladesh,SEARO,2204,1567692,55,27823
2021-10-31,BD,Bangladesh,SEARO,1847,1569539,45,27868
2021-11-07,BD,Bangladesh,SEARO,1474,1571013,27,27895
2021-11-14,BD,Bangladesh,SEARO,1488,1572501,27,27922
2021-11-21,BD,Bangladesh,SEARO,1587,1574088,31,27953
2021-11-28,BD,Bangladesh,SEARO,1696,1575784,25,27978
2021-12-05,BD,Bangladesh,SEARO,1659,1577443,23,28001
2021-12-12,BD,Bangladesh,SEARO,1882,1579325,27,28028
2021-12-19,BD,Bangladesh,SEARO,1758,1581083,20,28048
2021-12-26,BD,Bangladesh,SEARO,2170,1583253,12,28060
2022-01-02,BD,Bangladesh,SEARO,3213,1586466,17,28077
2022-01-09,BD,Bangladesh,SEARO,7234,1593700,25,28102
2022-01-16,BD,Bangladesh,SEARO,24011,1617711,42,28144
2022-01-23,BD,Bangladesh,SEARO,67425,1685136,79,28223
2022-01-30,BD,Bangladesh,SEARO,100196,1785332,140,28363
2022-02-06,BD,Bangladesh,SEARO,76200,1861532,226,28589
2022-02-13,BD,Bangladesh,SEARO,48132,1909664,230,28819
2022-02-20,BD,Bangladesh,SEARO,23627,1933291,146,28965
2022-02-27,BD,Bangladesh,SEARO,9389,1942680,68,29033
2022-03-06,BD,Bangladesh,SEARO,4586,1947266,52,29085
2022-03-13,BD,Bangladesh,SEARO,2220,1949486,26,29111
2022-03-20,BD,Bangladesh,SEARO,1123,1950609,6,29117
2022-03-27,BD,Bangladesh,SEARO,673,1951282,1,29118
2022-04-03,BD,Bangladesh,SEARO,488,1951770,4,29122
2022-04-10,BD,Bangladesh,SEARO,295,1952065,1,29123
2022-04-17,BD,Bangladesh,SEARO,261,1952326,1,29124
2022-04-24,BD,Bangladesh,SEARO,230,1952556,3,29127
2022-05-01,BD,Bangladesh,SEARO,160,1952716,0,29127
2022-05-08,BD,Bangladesh,SEARO,83,1952799,0,29127
2022-05-15,BD,Bangladesh,SEARO,213,1953012,0,29127
2022-05-22,BD,Bangladesh,SEARO,192,1953204,1,29128
2022-05-29,BD,Bangladesh,SEARO,203,1953407,2,29130
2022-06-05,BD,Bangladesh,SEARO,216,1953623,1,29131
2022-06-12,BD,Bangladesh,SEARO,492,1954115,0,29131
2022-06-19,BD,Bangladesh,SEARO,2212,1956327,0,29131
2022-06-26,BD,Bangladesh,SEARO,8846,1965173,9,29140
2022-07-03,BD,Bangladesh,SEARO,13516,1978689,22,29162
2022-07-10,BD,Bangladesh,SEARO,11165,1989854,38,29200
2022-07-17,BD,Bangladesh,SEARO,6486,1996340,34,29234
2022-07-24,BD,Bangladesh,SEARO,5435,2001775,32,29266
2022-07-31,BD,Bangladesh,SEARO,3482,2005257,25,29291
2022-08-07,BD,Bangladesh,SEARO,2078,2007335,13,29304
2022-08-14,BD,Bangladesh,SEARO,1535,2008870,9,29313
2022-08-21,BD,Bangladesh,SEARO,1100,2009970,2,29315
2022-08-28,BD,Bangladesh,SEARO,1347,2011317,8,29323
2022-09-04,BD,Bangladesh,SEARO,1444,2012761,5,29328
2022-09-11,BD,Bangladesh,SEARO,2126,2014887,6,29334
2022-09-18,BD,Bangladesh,SEARO,2727,2017614,5,29339
2022-09-25,BD,Bangladesh,SEARO,4076,2021690,14,29353
2022-10-02,BD,Bangladesh,SEARO,4522,2026212,16,29369
2022-10-09,BD,Bangladesh,SEARO,3511,2029723,12,29381
2022-10-16,BD,Bangladesh,SEARO,2720,2032443,20,29401
2022-10-23,BD,Bangladesh,SEARO,1698,2034141,12,29413
2022-10-30,BD,Bangladesh,SEARO,1011,2035152,10,29423
2022-11-06,BD,Bangladesh,SEARO,676,2035828,3,29426
2022-11-13,BD,Bangladesh,SEARO,338,2036166,1,29427
2022-11-20,BD,Bangladesh,SEARO,201,2036367,3,29430
2022-11-27,BD,Bangladesh,SEARO,160,2036527,1,29431
2022-12-04,BD,Bangladesh,SEARO,110,2036637,3,29434
2022-12-11,BD,Bangladesh,SEARO,169,2036806,2,29436
2022-12-18,BD,Bangladesh,SEARO,122,2036928,2,29438
2022-12-25,BD,Bangladesh,SEARO,96,2037024,1,29439
2023-01-01,BD,Bangladesh,SEARO,118,2037142,1,29440
2023-01-08,BD,Bangladesh,SEARO,125,2037267,0,29440
2023-01-15,BD,Bangladesh,SEARO,101,2037368,1,29441
2023-01-22,BD,Bangladesh,SEARO,76,2037444,0,29441
2023-01-29,BD,Bangladesh,SEARO,88,2037532,1,29442
2023-02-05,BD,Bangladesh,SEARO,77,2037609,1,29443
2023-02-12,BD,Bangladesh,SEARO,70,2037679,1,29444
2023-02-19,BD,Bangladesh,SEARO,71,2037750,1,29445
2023-02-26,BD,Bangladesh,SEARO,58,2037808,0,29445
2023-03-05,BD,Bangladesh,SEARO,57,2037865,0,29445
2023-03-12,BD,Bangladesh,SEARO,57,2037922,0,29445
2023-03-19,BD,Bangladesh,SEARO,47,2037969,0,29445
2023-03-26,BD,Bangladesh,SEARO,32,2038001,0,29445
2023-04-02,BD,Bangladesh,SEARO,37,2038038,1,29446
2023-04-09,BD,Bangladesh,SEARO,40,2038078,0,29446
2023-04-16,BD,Bangladesh,SEARO,38,2038116,0,29446
2023-04-23,BD,Bangladesh,SEARO,38,2038154,0,29446
2023-04-30,BD,Bangladesh,SEARO,78,2038232,0,29446
2023-05-07,BD,Bangladesh,SEARO,106,2038338,0,29446
2023-05-14,BD,Bangladesh,SEARO,140,2038478,0,29446
2023-05-21,BD,Bangladesh,SEARO,148,2038626,0,29446
2023-05-28,BD,Bangladesh,SEARO,345,2038971,0,29446
2023-06-04,BD,Bangladesh,SEARO,668,2039639,2,29448
2023-06-11,BD,Bangladesh,SEARO,831,2040470,3,29451
2023-06-18,BD,Bangladesh,SEARO,1000,2041470,6,29457
2023-06-25,BD,Bangladesh,SEARO,782,2042252,4,29461
2023-07-02,BD,Bangladesh,SEARO,450,2042702,1,29462
2023-07-09,BD,Bangladesh,SEARO,459,2043161,0,29462
2023-07-16,BD,Bangladesh,SEARO,416,2043577,2,29464
2023-07-23,BD,Bangladesh,SEARO,394,2043971,4,29468
2023-07-30,BD,Bangladesh,SEARO,439,2044410,4,29472
2023-08-06,BD,Bangladesh,SEARO,369,2044779,2,29474
2023-08-13,BD,Bangladesh,SEARO,218,2044997,2,29476
2023-08-20,BD,Bangladesh,SEARO,162,2045159,0,29476
2023-08-27,BD,Bangladesh,SEARO,127,2045286,0,29476
2023-09-03,BD,Bangladesh,SEARO,122,2045408,1,29477
2023-09-10,BD,Bangladesh,SEARO,109,2045517,0,29477
2023-09-17,BD,Bangladesh,SEARO,85,2045602,0,29477
2023-09-24,BD,Bangladesh,SEARO,69,2045671,0,29477
2023-10-01,BD,Bangladesh,SEARO,63,2045734,0,29477
2023-10-08,BD,Bangladesh,SEARO,55,2045789,0,29477
2023-10-15,BD,Bangladesh,SEARO,54,2045843,0,29477
2023-10-22,BD,Bangladesh,SEARO,49,2045892,0,29477
2023-10-29,BD,Bangladesh,SEARO,31,2045923,0,29477
2023-11-05,BD,Bangladesh,SEARO,35,2045958,0,29477
2023-11-12,BD,Bangladesh,SEARO,34,2045992,0,29477
2023-11-19,BD,Bangladesh,SEARO,34,2046026,0,29477
2023-11-26,BD,Bangladesh,SEARO,34,2046060,0,29477
2023-12-03,BD,Bangladesh,SEARO,30,2046090,0,29477
2023-12-10,BD,Bangladesh,SEARO,43,2046133,0,29477
2023-12-17,BD,Bangladesh,SEARO,32,2046165,0,29477
2023-12-24,BD,Bangladesh,SEARO,42,2046207,0,29477
2020-01-05,IN,India,SEARO,0,0,0,0
2020-01-12,IN,India,SEARO,0,0,0,0
2020-01-19,IN,India,SEARO,0,0,0,0
2020-01-26,IN,India,SEARO,0,0,0,0
2020-02-02,IN,India,SEARO,2,2,0,0
2020-02-09,IN,India,SEARO,5,7,0,0
2020-02-16,IN,India,SEARO,0,7,0,0
2020-02-23,IN,India,SEARO,0,7,0,0
2020-03-01,IN,India,SEARO,0,7,0,0
2020-03-08,IN,India,SEARO,32,39,0,0
2020-03-15,IN,India,SEARO,68,107,2,2
2020-03-22,IN,India,SEARO,253,360,5,7
2020-03-29,IN,India,SEARO,619,979,18,25
2020-04-05,IN,India,SEARO,2395,3374,52,77
