Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-04-11,IN,India,SEARO,1035,7447,40,239
2020-04-12,IN,India,SEARO,909,8356,34,273
2020-04-13,IN,India,SEARO,796,9152,35,308
2020-04-14,IN,India,SEARO,1211,10363,31,339
2020-04-15,IN,India,SEARO,1076,11439,38,377
2020-04-16,IN,India,SEARO,941,12380,37,414
2020-04-17,IN,India,SEARO,1007,13387,23,437
2020-04-18,IN,India,SEARO,991,14378,43,480
2020-04-19,IN,India,SEARO,1334,15712,27,507
2020-04-20,IN,India,SEARO,1553,17265,36,543
2020-04-21,IN,India,SEARO,1336,18601,47,590
2020-04-22,IN,India,SEARO,1383,19984,50,640
2020-04-23,IN,India,SEARO,1409,21393,41,681
2020-04-24,IN,India,SEARO,1684,23077,37,718
2020-04-25,IN,India,SEARO,1429,24506,57,775
2020-04-26,IN,India,SEARO,1990,26496,49,824
2020-04-27,IN,India,SEARO,1396,27892,48,872
2020-04-28,IN,India,SEARO,1543,29435,62,934
2020-04-29,IN,India,SEARO,1897,31332,73,1007
2020-04-30,IN,India,SEARO,1718,33050,67,1074
2020-05-01,IN,India,SEARO,1993,35043,73,1147
2020-05-02,IN,India,SEARO,2293,37336,71,1218
2020-05-03,IN,India,SEARO,2644,39980,83,1301
2020-05-04,IN,India,SEARO,2553,42533,72,1373
2020-05-05,IN,India,SEARO,3900,46433,195,1568
2020-05-06,IN,India,SEARO,2958,49391,126,1694
2020-05-07,IN,India,SEARO,3561,52952,89,1783
2020-05-08,IN,India,SEARO,3390,56342,103,1886
2020-05-09,IN,India,SEARO,3320,59662,95,1981
2020-05-10,IN,India,SEARO,3277,62939,128,2109
2020-05-11,IN,India,SEARO,4213,67152,97,2206
2020-05-12,IN,India,SEARO,3604,70756,87,2293
2020-05-13,IN,India,SEARO,3525,74281,122,2415
2020-05-14,IN,India,SEARO,3722,78003,134,2549
2020-05-15,IN,India,SEARO,3967,81970,100,2649
2020-05-16,IN,India,SEARO,3970,85940,103,2752
2020-05-17,IN,India,SEARO,4987,90927,120,2872
2020-05-18,IN,India,SEARO,5242,96169,157,3029
2020-05-19,IN,India,SEARO,4970,101139,134,3163
2020-05-20,IN,India,SEARO,5611,106750,140,3303
2020-05-21,IN,India,SEARO,5609,112359,132,3435
2020-05-22,IN,India,SEARO,6088,118447,148,3583
2020-05-23,IN,India,SEARO,6654,125101,137,3720
2020-05-24,IN,India,SEARO,6767,131868,147,3867
2020-05-25,IN,India,SEARO,6977,138845,154,4021
2020-05-26,IN,India,SEARO,6535,145380,146,4167
2020-05-27,IN,India,SEARO,6387,151767,170,4337
2020-05-28,IN,India,SEARO,6566,158333,194,4531
2020-05-29,IN,India,SEARO,7466,165799,175,4706
2020-05-30,IN,India,SEARO,7964,173763,265,4971
2020-05-31,IN,India,SEARO,8380,182143,193,5164
2020-06-01,IN,India,SEARO,8392,190535,230,5394
2020-06-02,IN,India,SEARO,8171,198706,204,5598
2020-06-03,IN,India,SEARO,8909,207615,217,5815
2020-06-04,IN,India,SEARO,9304,216919,260,6075
2020-06-05,IN,India,SEARO,9851,226770,273,6348
2020-06-06,IN,India,SEARO,9887,236657,294,6642
2020-06-07,IN,India,SEARO,9971,246628,287,6929
2020-06-08,IN,India,SEARO,9983,256611,271,7200
2020-06-09,IN,India,SEARO,9987,266598,271,7471
2020-06-10,IN,India,SEARO,9985,276583,274,7745
2020-06-11,IN,India,SEARO,9996,286579,357,8102
2020-06-12,IN,India,SEARO,10956,297535,396,8498
2020-06-13,IN,India,SEARO,11458,308993,386,8884
2020-06-14,IN,India,SEARO,11929,320922,311,9195
2020-06-15,IN,India,SEARO,11502,332424,325,9520
2020-06-16,IN,India,SEARO,10667,343091,380,9900
2020-06-17,IN,India,SEARO,10974,354065,2003,11903
2020-06-18,IN,India,SEARO,12881,366946,334,12237
2020-06-19,IN,India,SEARO,13586,380532,336,12573
2020-06-20,IN,India,SEARO,14516,395048,375,12948
2020-06-21,IN,India,SEARO,15413,410461,306,13254
